target,image_path
0,D:\mlproject\milk10k\images\ISIC_8768360.jpg
1,D:\mlproject\milk10k\images\ISIC_8768573.jpg
0,D:\mlproject\milk10k\images\ISIC_8768858.jpg
1,D:\mlproject\milk10k\images\ISIC_8769047.jpg
1,D:\mlproject\milk10k\images\ISIC_8769148.jpg
1,D:\mlproject\milk10k\images\ISIC_8771153.jpg
0,D:\mlproject\milk10k\images\ISIC_8771453.jpg
1,D:\mlproject\milk10k\images\ISIC_8771667.jpg
1,D:\mlproject\milk10k\images\ISIC_8772140.jpg
1,D:\mlproject\milk10k\images\ISIC_8774868.jpg
1,D:\mlproject\milk10k\images\ISIC_8776361.jpg
1,D:\mlproject\milk10k\images\ISIC_8776447.jpg
1,D:\mlproject\milk10k\images\ISIC_8776679.jpg
1,D:\mlproject\milk10k\images\ISIC_8776793.jpg
1,D:\mlproject\milk10k\images\ISIC_8778268.jpg
1,D:\mlproject\milk10k\images\ISIC_8778674.jpg
1,D:\mlproject\milk10k\images\ISIC_8779998.jpg
0,D:\mlproject\milk10k\images\ISIC_8782095.jpg
1,D:\mlproject\milk10k\images\ISIC_8782205.jpg
1,D:\mlproject\milk10k\images\ISIC_8782299.jpg
0,D:\mlproject\milk10k\images\ISIC_8782993.jpg
0,D:\mlproject\milk10k\images\ISIC_8783624.jpg
0,D:\mlproject\milk10k\images\ISIC_8785987.jpg
0,D:\mlproject\milk10k\images\ISIC_8786035.jpg
1,D:\mlproject\milk10k\images\ISIC_8786149.jpg
1,D:\mlproject\milk10k\images\ISIC_8787301.jpg
0,D:\mlproject\milk10k\images\ISIC_8788388.jpg
1,D:\mlproject\milk10k\images\ISIC_8788500.jpg
1,D:\mlproject\milk10k\images\ISIC_8789412.jpg
0,D:\mlproject\milk10k\images\ISIC_8790740.jpg
1,D:\mlproject\milk10k\images\ISIC_8790878.jpg
1,D:\mlproject\milk10k\images\ISIC_8790887.jpg
0,D:\mlproject\milk10k\images\ISIC_8791057.jpg
0,D:\mlproject\milk10k\images\ISIC_8791911.jpg
0,D:\mlproject\milk10k\images\ISIC_8793103.jpg
1,D:\mlproject\milk10k\images\ISIC_8793131.jpg
1,D:\mlproject\milk10k\images\ISIC_8793565.jpg
1,D:\mlproject\milk10k\images\ISIC_8793718.jpg
1,D:\mlproject\milk10k\images\ISIC_8793818.jpg
0,D:\mlproject\milk10k\images\ISIC_8800271.jpg
0,D:\mlproject\milk10k\images\ISIC_8800634.jpg
1,D:\mlproject\milk10k\images\ISIC_8802957.jpg
1,D:\mlproject\milk10k\images\ISIC_8803389.jpg
0,D:\mlproject\milk10k\images\ISIC_8804250.jpg
1,D:\mlproject\milk10k\images\ISIC_8805390.jpg
1,D:\mlproject\milk10k\images\ISIC_8807238.jpg
0,D:\mlproject\milk10k\images\ISIC_8808076.jpg
1,D:\mlproject\milk10k\images\ISIC_8810193.jpg
0,D:\mlproject\milk10k\images\ISIC_8810868.jpg
1,D:\mlproject\milk10k\images\ISIC_8810920.jpg
1,D:\mlproject\milk10k\images\ISIC_8811262.jpg
1,D:\mlproject\milk10k\images\ISIC_8812260.jpg
0,D:\mlproject\milk10k\images\ISIC_8815245.jpg
1,D:\mlproject\milk10k\images\ISIC_8815594.jpg
1,D:\mlproject\milk10k\images\ISIC_8815763.jpg
1,D:\mlproject\milk10k\images\ISIC_8816075.jpg
1,D:\mlproject\milk10k\images\ISIC_8816242.jpg
1,D:\mlproject\milk10k\images\ISIC_8816308.jpg
1,D:\mlproject\milk10k\images\ISIC_8818884.jpg
1,D:\mlproject\milk10k\images\ISIC_8820732.jpg
1,D:\mlproject\milk10k\images\ISIC_8821083.jpg
1,D:\mlproject\milk10k\images\ISIC_8821690.jpg
1,D:\mlproject\milk10k\images\ISIC_8823892.jpg
0,D:\mlproject\milk10k\images\ISIC_8825637.jpg
1,D:\mlproject\milk10k\images\ISIC_8826493.jpg
0,D:\mlproject\milk10k\images\ISIC_8827860.jpg
1,D:\mlproject\milk10k\images\ISIC_8828083.jpg
0,D:\mlproject\milk10k\images\ISIC_8828944.jpg
1,D:\mlproject\milk10k\images\ISIC_8829523.jpg
0,D:\mlproject\milk10k\images\ISIC_8830091.jpg
1,D:\mlproject\milk10k\images\ISIC_8830166.jpg
1,D:\mlproject\milk10k\images\ISIC_8830503.jpg
0,D:\mlproject\milk10k\images\ISIC_8830776.jpg
0,D:\mlproject\milk10k\images\ISIC_8830839.jpg
1,D:\mlproject\milk10k\images\ISIC_8832464.jpg
0,D:\mlproject\milk10k\images\ISIC_8832798.jpg
0,D:\mlproject\milk10k\images\ISIC_8832843.jpg
1,D:\mlproject\milk10k\images\ISIC_8833451.jpg
0,D:\mlproject\milk10k\images\ISIC_8834324.jpg
0,D:\mlproject\milk10k\images\ISIC_8837131.jpg
0,D:\mlproject\milk10k\images\ISIC_8839205.jpg
1,D:\mlproject\milk10k\images\ISIC_8839329.jpg
1,D:\mlproject\milk10k\images\ISIC_8839444.jpg
1,D:\mlproject\milk10k\images\ISIC_8839494.jpg
0,D:\mlproject\milk10k\images\ISIC_8840511.jpg
1,D:\mlproject\milk10k\images\ISIC_8842467.jpg
1,D:\mlproject\milk10k\images\ISIC_8843104.jpg
1,D:\mlproject\milk10k\images\ISIC_8843537.jpg
1,D:\mlproject\milk10k\images\ISIC_8845800.jpg
1,D:\mlproject\milk10k\images\ISIC_8846211.jpg
1,D:\mlproject\milk10k\images\ISIC_8846554.jpg
0,D:\mlproject\milk10k\images\ISIC_8846852.jpg
1,D:\mlproject\milk10k\images\ISIC_8847230.jpg
1,D:\mlproject\milk10k\images\ISIC_8849386.jpg
1,D:\mlproject\milk10k\images\ISIC_8850071.jpg
1,D:\mlproject\milk10k\images\ISIC_8851360.jpg
1,D:\mlproject\milk10k\images\ISIC_8851382.jpg
0,D:\mlproject\milk10k\images\ISIC_8853941.jpg
1,D:\mlproject\milk10k\images\ISIC_8854712.jpg
1,D:\mlproject\milk10k\images\ISIC_8856766.jpg
1,D:\mlproject\milk10k\images\ISIC_8857322.jpg
1,D:\mlproject\milk10k\images\ISIC_8858231.jpg
1,D:\mlproject\milk10k\images\ISIC_8858434.jpg
0,D:\mlproject\milk10k\images\ISIC_8858676.jpg
1,D:\mlproject\milk10k\images\ISIC_8860235.jpg
0,D:\mlproject\milk10k\images\ISIC_8860890.jpg
1,D:\mlproject\milk10k\images\ISIC_8861411.jpg
0,D:\mlproject\milk10k\images\ISIC_8862307.jpg
1,D:\mlproject\milk10k\images\ISIC_8862763.jpg
1,D:\mlproject\milk10k\images\ISIC_8863147.jpg
0,D:\mlproject\milk10k\images\ISIC_8863788.jpg
1,D:\mlproject\milk10k\images\ISIC_8865829.jpg
1,D:\mlproject\milk10k\images\ISIC_8866895.jpg
1,D:\mlproject\milk10k\images\ISIC_8867010.jpg
1,D:\mlproject\milk10k\images\ISIC_8868003.jpg
0,D:\mlproject\milk10k\images\ISIC_8868188.jpg
1,D:\mlproject\milk10k\images\ISIC_8868777.jpg
1,D:\mlproject\milk10k\images\ISIC_8869199.jpg
0,D:\mlproject\milk10k\images\ISIC_8870190.jpg
0,D:\mlproject\milk10k\images\ISIC_8870317.jpg
0,D:\mlproject\milk10k\images\ISIC_8870441.jpg
0,D:\mlproject\milk10k\images\ISIC_8872336.jpg
0,D:\mlproject\milk10k\images\ISIC_8873365.jpg
1,D:\mlproject\milk10k\images\ISIC_8874166.jpg
0,D:\mlproject\milk10k\images\ISIC_8876204.jpg
0,D:\mlproject\milk10k\images\ISIC_8876261.jpg
1,D:\mlproject\milk10k\images\ISIC_8877039.jpg
0,D:\mlproject\milk10k\images\ISIC_8878792.jpg
1,D:\mlproject\milk10k\images\ISIC_8879305.jpg
1,D:\mlproject\milk10k\images\ISIC_8879612.jpg
0,D:\mlproject\milk10k\images\ISIC_8880430.jpg
0,D:\mlproject\milk10k\images\ISIC_8880596.jpg
1,D:\mlproject\milk10k\images\ISIC_8880696.jpg
1,D:\mlproject\milk10k\images\ISIC_8882028.jpg
1,D:\mlproject\milk10k\images\ISIC_8882107.jpg
1,D:\mlproject\milk10k\images\ISIC_8882696.jpg
1,D:\mlproject\milk10k\images\ISIC_8883053.jpg
1,D:\mlproject\milk10k\images\ISIC_8883217.jpg
0,D:\mlproject\milk10k\images\ISIC_8884437.jpg
0,D:\mlproject\milk10k\images\ISIC_8890260.jpg
1,D:\mlproject\milk10k\images\ISIC_8890680.jpg
1,D:\mlproject\milk10k\images\ISIC_8893011.jpg
0,D:\mlproject\milk10k\images\ISIC_8894147.jpg
0,D:\mlproject\milk10k\images\ISIC_8894733.jpg
1,D:\mlproject\milk10k\images\ISIC_8894857.jpg
1,D:\mlproject\milk10k\images\ISIC_8895392.jpg
1,D:\mlproject\milk10k\images\ISIC_8895973.jpg
1,D:\mlproject\milk10k\images\ISIC_8897421.jpg
0,D:\mlproject\milk10k\images\ISIC_8897741.jpg
0,D:\mlproject\milk10k\images\ISIC_8898024.jpg
1,D:\mlproject\milk10k\images\ISIC_8898114.jpg
1,D:\mlproject\milk10k\images\ISIC_8898285.jpg
0,D:\mlproject\milk10k\images\ISIC_8898499.jpg
1,D:\mlproject\milk10k\images\ISIC_8898820.jpg
0,D:\mlproject\milk10k\images\ISIC_8898834.jpg
1,D:\mlproject\milk10k\images\ISIC_8899125.jpg
0,D:\mlproject\milk10k\images\ISIC_8899246.jpg
1,D:\mlproject\milk10k\images\ISIC_8899493.jpg
0,D:\mlproject\milk10k\images\ISIC_8899742.jpg
1,D:\mlproject\milk10k\images\ISIC_8900097.jpg
1,D:\mlproject\milk10k\images\ISIC_8903447.jpg
1,D:\mlproject\milk10k\images\ISIC_8904388.jpg
1,D:\mlproject\milk10k\images\ISIC_8904796.jpg
0,D:\mlproject\milk10k\images\ISIC_8905603.jpg
1,D:\mlproject\milk10k\images\ISIC_8906358.jpg
0,D:\mlproject\milk10k\images\ISIC_8907397.jpg
1,D:\mlproject\milk10k\images\ISIC_8908980.jpg
1,D:\mlproject\milk10k\images\ISIC_8910720.jpg
1,D:\mlproject\milk10k\images\ISIC_8911152.jpg
1,D:\mlproject\milk10k\images\ISIC_8912166.jpg
0,D:\mlproject\milk10k\images\ISIC_8912227.jpg
1,D:\mlproject\milk10k\images\ISIC_8913904.jpg
1,D:\mlproject\milk10k\images\ISIC_8914881.jpg
1,D:\mlproject\milk10k\images\ISIC_8914963.jpg
1,D:\mlproject\milk10k\images\ISIC_8914970.jpg
1,D:\mlproject\milk10k\images\ISIC_8915033.jpg
1,D:\mlproject\milk10k\images\ISIC_8916536.jpg
1,D:\mlproject\milk10k\images\ISIC_8917612.jpg
1,D:\mlproject\milk10k\images\ISIC_8918247.jpg
0,D:\mlproject\milk10k\images\ISIC_8919169.jpg
1,D:\mlproject\milk10k\images\ISIC_8919899.jpg
1,D:\mlproject\milk10k\images\ISIC_8921695.jpg
0,D:\mlproject\milk10k\images\ISIC_8921737.jpg
1,D:\mlproject\milk10k\images\ISIC_8922165.jpg
1,D:\mlproject\milk10k\images\ISIC_8922391.jpg
1,D:\mlproject\milk10k\images\ISIC_8923256.jpg
1,D:\mlproject\milk10k\images\ISIC_8925555.jpg
1,D:\mlproject\milk10k\images\ISIC_8929392.jpg
1,D:\mlproject\milk10k\images\ISIC_8929684.jpg
1,D:\mlproject\milk10k\images\ISIC_8930739.jpg
1,D:\mlproject\milk10k\images\ISIC_8932533.jpg
1,D:\mlproject\milk10k\images\ISIC_8932910.jpg
1,D:\mlproject\milk10k\images\ISIC_8933142.jpg
1,D:\mlproject\milk10k\images\ISIC_8933202.jpg
1,D:\mlproject\milk10k\images\ISIC_8934759.jpg
1,D:\mlproject\milk10k\images\ISIC_8935612.jpg
0,D:\mlproject\milk10k\images\ISIC_8935869.jpg
1,D:\mlproject\milk10k\images\ISIC_8937601.jpg
1,D:\mlproject\milk10k\images\ISIC_8938866.jpg
0,D:\mlproject\milk10k\images\ISIC_8939939.jpg
1,D:\mlproject\milk10k\images\ISIC_8942026.jpg
0,D:\mlproject\milk10k\images\ISIC_8942421.jpg
1,D:\mlproject\milk10k\images\ISIC_8943266.jpg
1,D:\mlproject\milk10k\images\ISIC_8943375.jpg
1,D:\mlproject\milk10k\images\ISIC_8943527.jpg
1,D:\mlproject\milk10k\images\ISIC_8944107.jpg
1,D:\mlproject\milk10k\images\ISIC_8945348.jpg
1,D:\mlproject\milk10k\images\ISIC_8945633.jpg
1,D:\mlproject\milk10k\images\ISIC_8946169.jpg
1,D:\mlproject\milk10k\images\ISIC_8946719.jpg
1,D:\mlproject\milk10k\images\ISIC_8947312.jpg
1,D:\mlproject\milk10k\images\ISIC_8947496.jpg
0,D:\mlproject\milk10k\images\ISIC_8949217.jpg
1,D:\mlproject\milk10k\images\ISIC_8949240.jpg
0,D:\mlproject\milk10k\images\ISIC_8949610.jpg
1,D:\mlproject\milk10k\images\ISIC_8951479.jpg
0,D:\mlproject\milk10k\images\ISIC_8951979.jpg
1,D:\mlproject\milk10k\images\ISIC_8952365.jpg
1,D:\mlproject\milk10k\images\ISIC_8953004.jpg
1,D:\mlproject\milk10k\images\ISIC_8953290.jpg
1,D:\mlproject\milk10k\images\ISIC_8953643.jpg
1,D:\mlproject\milk10k\images\ISIC_8954124.jpg
1,D:\mlproject\milk10k\images\ISIC_8955200.jpg
1,D:\mlproject\milk10k\images\ISIC_8960889.jpg
1,D:\mlproject\milk10k\images\ISIC_8961614.jpg
1,D:\mlproject\milk10k\images\ISIC_8963623.jpg
0,D:\mlproject\milk10k\images\ISIC_8966831.jpg
0,D:\mlproject\milk10k\images\ISIC_8969175.jpg
0,D:\mlproject\milk10k\images\ISIC_8969336.jpg
1,D:\mlproject\milk10k\images\ISIC_8970659.jpg
0,D:\mlproject\milk10k\images\ISIC_8972926.jpg
1,D:\mlproject\milk10k\images\ISIC_8973952.jpg
1,D:\mlproject\milk10k\images\ISIC_8975655.jpg
1,D:\mlproject\milk10k\images\ISIC_8976041.jpg
0,D:\mlproject\milk10k\images\ISIC_8976859.jpg
1,D:\mlproject\milk10k\images\ISIC_8977223.jpg
1,D:\mlproject\milk10k\images\ISIC_8977908.jpg
1,D:\mlproject\milk10k\images\ISIC_8977962.jpg
1,D:\mlproject\milk10k\images\ISIC_8978224.jpg
1,D:\mlproject\milk10k\images\ISIC_8979429.jpg
1,D:\mlproject\milk10k\images\ISIC_8979552.jpg
1,D:\mlproject\milk10k\images\ISIC_8979849.jpg
1,D:\mlproject\milk10k\images\ISIC_8980636.jpg
1,D:\mlproject\milk10k\images\ISIC_8980999.jpg
1,D:\mlproject\milk10k\images\ISIC_8981300.jpg
0,D:\mlproject\milk10k\images\ISIC_8981897.jpg
0,D:\mlproject\milk10k\images\ISIC_8982555.jpg
1,D:\mlproject\milk10k\images\ISIC_8984053.jpg
1,D:\mlproject\milk10k\images\ISIC_8984180.jpg
1,D:\mlproject\milk10k\images\ISIC_8984287.jpg
1,D:\mlproject\milk10k\images\ISIC_8989132.jpg
1,D:\mlproject\milk10k\images\ISIC_8989885.jpg
1,D:\mlproject\milk10k\images\ISIC_8990576.jpg
1,D:\mlproject\milk10k\images\ISIC_8992188.jpg
1,D:\mlproject\milk10k\images\ISIC_8992800.jpg
1,D:\mlproject\milk10k\images\ISIC_8993296.jpg
1,D:\mlproject\milk10k\images\ISIC_8994952.jpg
1,D:\mlproject\milk10k\images\ISIC_8995161.jpg
0,D:\mlproject\milk10k\images\ISIC_8997026.jpg
0,D:\mlproject\milk10k\images\ISIC_9000883.jpg
1,D:\mlproject\milk10k\images\ISIC_9001139.jpg
1,D:\mlproject\milk10k\images\ISIC_9001368.jpg
1,D:\mlproject\milk10k\images\ISIC_9001724.jpg
1,D:\mlproject\milk10k\images\ISIC_9001735.jpg
1,D:\mlproject\milk10k\images\ISIC_9002119.jpg
0,D:\mlproject\milk10k\images\ISIC_9002358.jpg
1,D:\mlproject\milk10k\images\ISIC_9003113.jpg
0,D:\mlproject\milk10k\images\ISIC_9004284.jpg
1,D:\mlproject\milk10k\images\ISIC_9004415.jpg
0,D:\mlproject\milk10k\images\ISIC_9005222.jpg
1,D:\mlproject\milk10k\images\ISIC_9005347.jpg
0,D:\mlproject\milk10k\images\ISIC_9006317.jpg
0,D:\mlproject\milk10k\images\ISIC_9007301.jpg
1,D:\mlproject\milk10k\images\ISIC_9008854.jpg
0,D:\mlproject\milk10k\images\ISIC_9011764.jpg
1,D:\mlproject\milk10k\images\ISIC_9011999.jpg
0,D:\mlproject\milk10k\images\ISIC_9014235.jpg
1,D:\mlproject\milk10k\images\ISIC_9017680.jpg
0,D:\mlproject\milk10k\images\ISIC_9018538.jpg
1,D:\mlproject\milk10k\images\ISIC_9018696.jpg
1,D:\mlproject\milk10k\images\ISIC_9019095.jpg
0,D:\mlproject\milk10k\images\ISIC_9019664.jpg
0,D:\mlproject\milk10k\images\ISIC_9020314.jpg
1,D:\mlproject\milk10k\images\ISIC_9022996.jpg
1,D:\mlproject\milk10k\images\ISIC_9023174.jpg
1,D:\mlproject\milk10k\images\ISIC_9024518.jpg
0,D:\mlproject\milk10k\images\ISIC_9025095.jpg
1,D:\mlproject\milk10k\images\ISIC_9026609.jpg
1,D:\mlproject\milk10k\images\ISIC_9026654.jpg
1,D:\mlproject\milk10k\images\ISIC_9026907.jpg
1,D:\mlproject\milk10k\images\ISIC_9026951.jpg
1,D:\mlproject\milk10k\images\ISIC_9030298.jpg
0,D:\mlproject\milk10k\images\ISIC_9030826.jpg
0,D:\mlproject\milk10k\images\ISIC_9034449.jpg
1,D:\mlproject\milk10k\images\ISIC_9035644.jpg
1,D:\mlproject\milk10k\images\ISIC_9038494.jpg
1,D:\mlproject\milk10k\images\ISIC_9039481.jpg
1,D:\mlproject\milk10k\images\ISIC_9039736.jpg
1,D:\mlproject\milk10k\images\ISIC_9041525.jpg
0,D:\mlproject\milk10k\images\ISIC_9043368.jpg
1,D:\mlproject\milk10k\images\ISIC_9043374.jpg
1,D:\mlproject\milk10k\images\ISIC_9044867.jpg
1,D:\mlproject\milk10k\images\ISIC_9045023.jpg
1,D:\mlproject\milk10k\images\ISIC_9046790.jpg
1,D:\mlproject\milk10k\images\ISIC_9047747.jpg
1,D:\mlproject\milk10k\images\ISIC_9047853.jpg
1,D:\mlproject\milk10k\images\ISIC_9048474.jpg
1,D:\mlproject\milk10k\images\ISIC_9048808.jpg
1,D:\mlproject\milk10k\images\ISIC_9051035.jpg
1,D:\mlproject\milk10k\images\ISIC_9051937.jpg
1,D:\mlproject\milk10k\images\ISIC_9052310.jpg
1,D:\mlproject\milk10k\images\ISIC_9053541.jpg
1,D:\mlproject\milk10k\images\ISIC_9054883.jpg
0,D:\mlproject\milk10k\images\ISIC_9055167.jpg
1,D:\mlproject\milk10k\images\ISIC_9055179.jpg
0,D:\mlproject\milk10k\images\ISIC_9055453.jpg
1,D:\mlproject\milk10k\images\ISIC_9055556.jpg
1,D:\mlproject\milk10k\images\ISIC_9056629.jpg
1,D:\mlproject\milk10k\images\ISIC_9057655.jpg
0,D:\mlproject\milk10k\images\ISIC_9058731.jpg
1,D:\mlproject\milk10k\images\ISIC_9059079.jpg
1,D:\mlproject\milk10k\images\ISIC_9059867.jpg
1,D:\mlproject\milk10k\images\ISIC_9060041.jpg
0,D:\mlproject\milk10k\images\ISIC_9060326.jpg
0,D:\mlproject\milk10k\images\ISIC_9060487.jpg
1,D:\mlproject\milk10k\images\ISIC_9061574.jpg
1,D:\mlproject\milk10k\images\ISIC_9061787.jpg
1,D:\mlproject\milk10k\images\ISIC_9062645.jpg
1,D:\mlproject\milk10k\images\ISIC_9063581.jpg
1,D:\mlproject\milk10k\images\ISIC_9064266.jpg
1,D:\mlproject\milk10k\images\ISIC_9064583.jpg
1,D:\mlproject\milk10k\images\ISIC_9067523.jpg
1,D:\mlproject\milk10k\images\ISIC_9067935.jpg
1,D:\mlproject\milk10k\images\ISIC_9069540.jpg
0,D:\mlproject\milk10k\images\ISIC_9071975.jpg
1,D:\mlproject\milk10k\images\ISIC_9072692.jpg
1,D:\mlproject\milk10k\images\ISIC_9073117.jpg
1,D:\mlproject\milk10k\images\ISIC_9073665.jpg
0,D:\mlproject\milk10k\images\ISIC_9073880.jpg
1,D:\mlproject\milk10k\images\ISIC_9074070.jpg
1,D:\mlproject\milk10k\images\ISIC_9074196.jpg
1,D:\mlproject\milk10k\images\ISIC_9074776.jpg
0,D:\mlproject\milk10k\images\ISIC_9075056.jpg
1,D:\mlproject\milk10k\images\ISIC_9075808.jpg
0,D:\mlproject\milk10k\images\ISIC_9076466.jpg
0,D:\mlproject\milk10k\images\ISIC_9076757.jpg
1,D:\mlproject\milk10k\images\ISIC_9076994.jpg
0,D:\mlproject\milk10k\images\ISIC_9078579.jpg
1,D:\mlproject\milk10k\images\ISIC_9078796.jpg
1,D:\mlproject\milk10k\images\ISIC_9079428.jpg
1,D:\mlproject\milk10k\images\ISIC_9080829.jpg
1,D:\mlproject\milk10k\images\ISIC_9083944.jpg
1,D:\mlproject\milk10k\images\ISIC_9084000.jpg
0,D:\mlproject\milk10k\images\ISIC_9084534.jpg
1,D:\mlproject\milk10k\images\ISIC_9088580.jpg
1,D:\mlproject\milk10k\images\ISIC_9090562.jpg
0,D:\mlproject\milk10k\images\ISIC_9091739.jpg
1,D:\mlproject\milk10k\images\ISIC_9092057.jpg
1,D:\mlproject\milk10k\images\ISIC_9093424.jpg
0,D:\mlproject\milk10k\images\ISIC_9094964.jpg
1,D:\mlproject\milk10k\images\ISIC_9096776.jpg
1,D:\mlproject\milk10k\images\ISIC_9098536.jpg
1,D:\mlproject\milk10k\images\ISIC_9098662.jpg
1,D:\mlproject\milk10k\images\ISIC_9098782.jpg
1,D:\mlproject\milk10k\images\ISIC_9098981.jpg
1,D:\mlproject\milk10k\images\ISIC_9099090.jpg
1,D:\mlproject\milk10k\images\ISIC_9100425.jpg
1,D:\mlproject\milk10k\images\ISIC_9100704.jpg
0,D:\mlproject\milk10k\images\ISIC_9101382.jpg
0,D:\mlproject\milk10k\images\ISIC_9101809.jpg
0,D:\mlproject\milk10k\images\ISIC_9102029.jpg
1,D:\mlproject\milk10k\images\ISIC_9103397.jpg
1,D:\mlproject\milk10k\images\ISIC_9103398.jpg
0,D:\mlproject\milk10k\images\ISIC_9104095.jpg
1,D:\mlproject\milk10k\images\ISIC_9105114.jpg
1,D:\mlproject\milk10k\images\ISIC_9105300.jpg
0,D:\mlproject\milk10k\images\ISIC_9105996.jpg
1,D:\mlproject\milk10k\images\ISIC_9107434.jpg
0,D:\mlproject\milk10k\images\ISIC_9107874.jpg
1,D:\mlproject\milk10k\images\ISIC_9107881.jpg
1,D:\mlproject\milk10k\images\ISIC_9111814.jpg
1,D:\mlproject\milk10k\images\ISIC_9112089.jpg
1,D:\mlproject\milk10k\images\ISIC_9113111.jpg
1,D:\mlproject\milk10k\images\ISIC_9114285.jpg
1,D:\mlproject\milk10k\images\ISIC_9114356.jpg
1,D:\mlproject\milk10k\images\ISIC_9115621.jpg
1,D:\mlproject\milk10k\images\ISIC_9115886.jpg
1,D:\mlproject\milk10k\images\ISIC_9116454.jpg
1,D:\mlproject\milk10k\images\ISIC_9116920.jpg
1,D:\mlproject\milk10k\images\ISIC_9118088.jpg
1,D:\mlproject\milk10k\images\ISIC_9118975.jpg
0,D:\mlproject\milk10k\images\ISIC_9120690.jpg
0,D:\mlproject\milk10k\images\ISIC_9120905.jpg
1,D:\mlproject\milk10k\images\ISIC_9121967.jpg
1,D:\mlproject\milk10k\images\ISIC_9124673.jpg
1,D:\mlproject\milk10k\images\ISIC_9125091.jpg
0,D:\mlproject\milk10k\images\ISIC_9126529.jpg
1,D:\mlproject\milk10k\images\ISIC_9127714.jpg
0,D:\mlproject\milk10k\images\ISIC_9129820.jpg
0,D:\mlproject\milk10k\images\ISIC_9129838.jpg
0,D:\mlproject\milk10k\images\ISIC_9130589.jpg
1,D:\mlproject\milk10k\images\ISIC_9131247.jpg
1,D:\mlproject\milk10k\images\ISIC_9132006.jpg
1,D:\mlproject\milk10k\images\ISIC_9132204.jpg
1,D:\mlproject\milk10k\images\ISIC_9132828.jpg
1,D:\mlproject\milk10k\images\ISIC_9134607.jpg
0,D:\mlproject\milk10k\images\ISIC_9135081.jpg
0,D:\mlproject\milk10k\images\ISIC_9136213.jpg
0,D:\mlproject\milk10k\images\ISIC_9136283.jpg
1,D:\mlproject\milk10k\images\ISIC_9137740.jpg
1,D:\mlproject\milk10k\images\ISIC_9138708.jpg
0,D:\mlproject\milk10k\images\ISIC_9139090.jpg
1,D:\mlproject\milk10k\images\ISIC_9139162.jpg
0,D:\mlproject\milk10k\images\ISIC_9140116.jpg
1,D:\mlproject\milk10k\images\ISIC_9140582.jpg
1,D:\mlproject\milk10k\images\ISIC_9140869.jpg
0,D:\mlproject\milk10k\images\ISIC_9140973.jpg
1,D:\mlproject\milk10k\images\ISIC_9141788.jpg
1,D:\mlproject\milk10k\images\ISIC_9142036.jpg
1,D:\mlproject\milk10k\images\ISIC_9144494.jpg
0,D:\mlproject\milk10k\images\ISIC_9144551.jpg
0,D:\mlproject\milk10k\images\ISIC_9144877.jpg
1,D:\mlproject\milk10k\images\ISIC_9145770.jpg
1,D:\mlproject\milk10k\images\ISIC_9147502.jpg
1,D:\mlproject\milk10k\images\ISIC_9147605.jpg
0,D:\mlproject\milk10k\images\ISIC_9148166.jpg
0,D:\mlproject\milk10k\images\ISIC_9148837.jpg
1,D:\mlproject\milk10k\images\ISIC_9149555.jpg
1,D:\mlproject\milk10k\images\ISIC_9149605.jpg
0,D:\mlproject\milk10k\images\ISIC_9151156.jpg
0,D:\mlproject\milk10k\images\ISIC_9152345.jpg
1,D:\mlproject\milk10k\images\ISIC_9153141.jpg
0,D:\mlproject\milk10k\images\ISIC_9153724.jpg
0,D:\mlproject\milk10k\images\ISIC_9155060.jpg
0,D:\mlproject\milk10k\images\ISIC_9155561.jpg
0,D:\mlproject\milk10k\images\ISIC_9156050.jpg
0,D:\mlproject\milk10k\images\ISIC_9156154.jpg
0,D:\mlproject\milk10k\images\ISIC_9157592.jpg
1,D:\mlproject\milk10k\images\ISIC_9159202.jpg
1,D:\mlproject\milk10k\images\ISIC_9159246.jpg
0,D:\mlproject\milk10k\images\ISIC_9161347.jpg
1,D:\mlproject\milk10k\images\ISIC_9161483.jpg
1,D:\mlproject\milk10k\images\ISIC_9161612.jpg
1,D:\mlproject\milk10k\images\ISIC_9163561.jpg
1,D:\mlproject\milk10k\images\ISIC_9164586.jpg
1,D:\mlproject\milk10k\images\ISIC_9165967.jpg
0,D:\mlproject\milk10k\images\ISIC_9166927.jpg
1,D:\mlproject\milk10k\images\ISIC_9167637.jpg
1,D:\mlproject\milk10k\images\ISIC_9170556.jpg
1,D:\mlproject\milk10k\images\ISIC_9171491.jpg
1,D:\mlproject\milk10k\images\ISIC_9171793.jpg
0,D:\mlproject\milk10k\images\ISIC_9172274.jpg
0,D:\mlproject\milk10k\images\ISIC_9172622.jpg
0,D:\mlproject\milk10k\images\ISIC_9173490.jpg
1,D:\mlproject\milk10k\images\ISIC_9173896.jpg
1,D:\mlproject\milk10k\images\ISIC_9174580.jpg
0,D:\mlproject\milk10k\images\ISIC_9175575.jpg
1,D:\mlproject\milk10k\images\ISIC_9176060.jpg
1,D:\mlproject\milk10k\images\ISIC_9176784.jpg
1,D:\mlproject\milk10k\images\ISIC_9177006.jpg
0,D:\mlproject\milk10k\images\ISIC_9177146.jpg
1,D:\mlproject\milk10k\images\ISIC_9178156.jpg
1,D:\mlproject\milk10k\images\ISIC_9178763.jpg
1,D:\mlproject\milk10k\images\ISIC_9179044.jpg
1,D:\mlproject\milk10k\images\ISIC_9179636.jpg
1,D:\mlproject\milk10k\images\ISIC_9179884.jpg
